League,Season,Team,Sequence,seq_len
Premier_League,2001,Liverpool,"[3, 0, 0, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 1, 0, 0, 3, 1, 1, 0, 1, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3]",38
Premier_League,2001,Man United,"[3, 1, 1, 3, 0, 3, 3, 3, 0, 1, 0, 3, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 1, 3, 3, 0, 3, 3, 3, 3, 0, 1]",38
Premier_League,2001,Middlesbrough,"[0, 0, 0, 0, 3, 3, 1, 0, 1, 3, 0, 3, 1, 1, 3, 0, 0, 0, 0, 3, 0, 1, 3, 1, 1, 3, 0, 3, 1, 0, 3, 1, 3, 3, 0, 0, 0, 0]",38
Premier_League,2001,Newcastle,"[1, 1, 3, 3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 1, 3, 3, 3, 3, 3, 0, 0, 3, 1, 3, 3, 3, 3, 0, 0, 1, 3, 1, 1, 3, 3, 1, 3, 0]",38
Premier_League,2001,Southampton,"[0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 0, 0, 3, 0, 3, 3, 0, 3, 0, 3, 3, 0, 1, 3, 1, 0, 1, 3, 1, 1, 1, 1, 0, 3, 1, 0, 0, 3]",38
Premier_League,2001,Sunderland,"[3, 0, 1, 3, 1, 0, 1, 3, 0, 0, 1, 0, 3, 0, 3, 1, 0, 3, 3, 0, 1, 0, 1, 0, 0, 3, 0, 0, 3, 0, 1, 0, 3, 0, 0, 0, 1, 1]",38
Premier_League,2001,Tottenham,"[1, 1, 0, 3, 0, 3, 0, 0, 3, 3, 3, 0, 1, 3, 3, 0, 3, 0, 0, 1, 3, 0, 1, 0, 0, 3, 3, 0, 0, 0, 3, 1, 3, 0, 1, 1, 3, 0]",38
Premier_League,2001,West Ham,"[0, 1, 1, 0, 3, 0, 0, 3, 3, 3, 0, 1, 0, 0, 1, 3, 1, 1, 3, 1, 0, 3, 0, 0, 3, 0, 3, 0, 3, 0, 3, 3, 3, 1, 3, 0, 0, 3]",38
Premier_League,2002,Arsenal,"[3, 1, 3, 1, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 0, 3, 0, 1, 3, 3, 1, 3, 3, 3, 1, 3, 1, 3, 3, 0, 3, 1, 1, 3, 1, 0, 3, 3]",38
Premier_League,2002,Aston Villa,"[0, 0, 3, 0, 3, 0, 3, 0, 1, 0, 1, 1, 3, 1, 3, 0, 0, 3, 0, 0, 3, 3, 1, 0, 3, 3, 0, 0, 0, 0, 1, 1, 1, 3, 1, 0, 3, 0]",38
Premier_League,2002,Birmingham,"[0, 0, 1, 3, 1, 3, 0, 0, 3, 1, 0, 3, 0, 1, 3, 1, 0, 3, 1, 1, 0, 0, 0, 1, 0, 0, 0, 3, 3, 0, 3, 0, 3, 3, 3, 3, 0, 1]",38
Premier_League,2002,Blackburn,"[1, 3, 1, 0, 0, 1, 3, 3, 0, 3, 3, 1, 1, 0, 0, 3, 1, 0, 3, 1, 1, 3, 1, 1, 0, 0, 3, 3, 3, 3, 0, 3, 3, 0, 1, 3, 1, 3]",38
Premier_League,2002,Bolton,"[0, 0, 3, 3, 0, 0, 1, 0, 0, 1, 0, 1, 3, 1, 0, 1, 0, 1, 3, 1, 0, 1, 1, 0, 0, 3, 1, 1, 0, 3, 3, 3, 0, 3, 1, 1, 1, 3]",38
Premier_League,2002,Charlton,"[0, 3, 0, 3, 0, 0, 1, 0, 0, 3, 0, 1, 0, 3, 3, 3, 3, 1, 1, 1, 3, 0, 1, 3, 3, 3, 3, 3, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]",38
Premier_League,2002,Chelsea,"[3, 1, 1, 1, 3, 3, 1, 0, 0, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 1, 0, 0, 3, 0, 3, 1, 3, 0, 0, 3, 3, 3, 3, 0, 3, 1, 0, 3]",38
Premier_League,2002,Everton,"[1, 3, 1, 0, 0, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 0, 0, 3, 1, 1, 1, 1, 0, 3, 3, 3, 0, 3, 1, 1, 0, 3, 3, 0, 0, 3, 0, 0]",38
Premier_League,2002,Fulham,"[3, 1, 0, 3, 3, 1, 0, 3, 1, 0, 0, 0, 0, 1, 3, 0, 3, 0, 0, 1, 0, 1, 3, 0, 0, 3, 3, 1, 3, 1, 0, 0, 0, 3, 0, 1, 3, 3]",38
Premier_League,2002,Leeds,"[3, 3, 0, 0, 3, 3, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 3, 1, 3, 3, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 0, 3, 3]",38
Premier_League,2002,Liverpool,"[3, 3, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 1, 3, 1, 0, 3, 3, 3, 0, 3, 3, 3, 3, 0, 0]",38
Premier_League,2002,Man City,"[0, 3, 0, 3, 0, 1, 1, 0, 0, 0, 3, 3, 3, 0, 0, 3, 3, 1, 0, 3, 3, 1, 3, 0, 3, 0, 1, 0, 0, 3, 0, 0, 1, 3, 3, 0, 3, 0]",38
Premier_League,2002,Man United,"[3, 1, 1, 3, 0, 0, 3, 3, 3, 1, 1, 3, 0, 1, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3]",38
Premier_League,2002,Middlesbrough,"[1, 1, 3, 0, 3, 0, 3, 3, 3, 0, 1, 0, 3, 0, 3, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 1, 3, 1, 3, 3, 1, 3, 1, 0, 0, 0, 3, 0]",38
Premier_League,2002,Newcastle,"[3, 0, 1, 0, 0, 3, 3, 3, 0, 3, 3, 0, 3, 0, 3, 3, 1, 3, 0, 3, 3, 1, 3, 3, 3, 1, 3, 3, 0, 3, 3, 0, 0, 0, 1, 3, 3, 1]",38
Premier_League,2002,Southampton,"[1, 0, 1, 0, 3, 0, 1, 1, 3, 3, 3, 0, 1, 0, 3, 3, 3, 1, 1, 1, 3, 3, 1, 0, 3, 0, 0, 0, 3, 1, 1, 1, 3, 0, 0, 1, 0, 3]",38
Premier_League,2002,Sunderland,"[1, 0, 3, 1, 0, 0, 0, 3, 0, 0, 1, 1, 3, 1, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38
Premier_League,2002,Tottenham,"[1, 3, 3, 3, 0, 3, 0, 0, 3, 3, 0, 1, 0, 0, 3, 1, 3, 1, 3, 1, 0, 0, 3, 3, 0, 1, 3, 1, 0, 0, 0, 3, 1, 0, 3, 0, 0, 0]",38
Premier_League,2002,West Brom,"[0, 0, 0, 3, 3, 3, 0, 0, 0, 1, 0, 0, 1, 1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 1]",38
Premier_League,2002,West Ham,"[0, 1, 0, 0, 0, 1, 3, 0, 3, 3, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 3, 0, 0, 3, 3, 1, 3, 1, 1, 0, 3, 3, 3, 1]",38
Premier_League,2003,Arsenal,"[3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 1, 1, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1]",33
Premier_League,2003,Aston Villa,"[0, 1, 0, 3, 0, 3, 0, 1, 1, 1, 1, 0, 0, 3, 0, 3, 3, 1, 3, 3, 0, 0, 3, 3, 3, 1, 0, 3, 0, 3, 1, 3, 3, 1]",34
Premier_League,2003,Birmingham,"[3, 1, 3, 1, 3, 3, 0, 1, 1, 3, 0, 1, 0, 0, 0, 3, 3, 0, 0, 3, 1, 1, 1, 3, 1, 3, 3, 0, 0, 3, 1, 1, 1, 0]",34
Premier_League,2003,Blackburn,"[3, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 0, 3, 3, 0, 0, 1, 3, 1, 0, 1, 0, 3, 1, 0, 1, 0, 3, 0, 3, 3, 0]",33
Premier_League,2003,Bolton,"[0, 1, 0, 1, 3, 1, 1, 1, 0, 0, 3, 1, 3, 3, 0, 3, 1, 0, 1, 0, 3, 3, 3, 1, 1, 0, 0, 0, 0, 3, 0, 3, 3, 3]",34
Premier_League,2003,Charlton,"[0, 3, 1, 1, 0, 0, 3, 3, 3, 1, 3, 3, 1, 0, 0, 1, 1, 3, 3, 1, 3, 3, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 1, 1]",34
Premier_League,2003,Chelsea,"[3, 3, 1, 3, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 1, 0, 3, 0, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 3, 3, 0, 3, 1]",33
Premier_League,2003,Everton,"[0, 3, 1, 0, 1, 0, 3, 0, 1, 1, 0, 0, 3, 0, 1, 3, 3, 0, 3, 1, 0, 0, 1, 0, 0, 1, 3, 3, 1, 1, 0, 0, 0, 0]",34
Premier_League,2003,Fulham,"[3, 0, 3, 1, 1, 3, 3, 1, 0, 3, 0, 0, 3, 1, 3, 0, 0, 3, 0, 0, 3, 0, 3, 1, 0, 0, 1, 3, 0, 1, 1, 3, 1]",33
Premier_League,2003,Leeds,"[1, 0, 1, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 1, 3, 1, 1, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 3, 0, 0, 0, 1]",33
Premier_League,2003,Leicester,"[1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 3, 1, 3, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 3, 1, 1, 1, 1, 3]",33
Premier_League,2003,Liverpool,"[0, 1, 1, 3, 3, 3, 0, 0, 0, 3, 3, 0, 1, 3, 1, 0, 3, 1, 3, 3, 0, 1, 1, 1, 3, 1, 0, 3, 3, 1, 3, 3, 3]",33
Premier_League,2003,Man City,"[3, 1, 3, 0, 3, 1, 1, 0, 3, 0, 3, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 3, 0, 3, 0, 1, 1, 3, 0]",33
Premier_League,2003,Man United,"[3, 3, 3, 0, 3, 1, 3, 3, 3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 1, 0, 3, 3, 0, 1, 1, 0, 3, 1, 3, 0, 0, 1]",34
Premier_League,2003,Middlesbrough,"[0, 0, 1, 0, 0, 3, 3, 0, 0, 1, 3, 3, 1, 3, 1, 1, 1, 0, 3, 0, 1, 3, 0, 3, 0, 0, 3, 0, 3, 1, 3, 0, 0, 0, 3]",35
Premier_League,2003,Newcastle,"[1, 0, 0, 1, 1, 0, 3, 3, 3, 3, 1, 0, 3, 1, 1, 3, 1, 1, 0, 3, 1, 3, 1, 3, 1, 3, 1, 0, 3, 0, 3, 1, 3, 0]",34
Premier_League,2003,Portsmouth,"[3, 1, 3, 1, 1, 0, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 3, 3, 3, 1, 1, 0]",34
Premier_League,2003,Southampton,"[1, 1, 1, 3, 3, 3, 0, 0, 1, 3, 0, 1, 0, 0, 3, 3, 3, 0, 0, 1, 0, 3, 0, 1, 0, 1, 1, 3, 0, 3, 0, 0, 1]",33
Premier_League,2003,Tottenham,"[0, 3, 1, 0, 0, 0, 1, 3, 3, 1, 0, 0, 3, 0, 3, 0, 0, 0, 0, 3, 3, 3, 0, 3, 3, 1, 0, 3, 0, 0, 1, 0, 3]",33
Premier_League,2003,Wolves,"[0, 0, 0, 1, 0, 0, 1, 3, 1, 3, 0, 1, 0, 1, 0, 0, 0, 3, 1, 0, 3, 1, 1, 0, 0, 3, 1, 0, 0, 0, 3, 1, 3]",33
Premier_League,2004,Arsenal,"[3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 1, 1, 3, 1, 0, 3, 1, 3, 3, 3, 3, 1, 0, 3, 0, 3, 3, 1, 3, 3, 3, 3, 1]",33
Premier_League,2004,Aston Villa,"[3, 1, 0, 3, 1, 1, 1, 1, 0, 3, 1, 3, 3, 3, 0, 1, 0, 0, 0, 0, 3, 0, 3, 0, 1, 0, 3, 0, 3, 0, 3, 1, 3, 1]",34
Premier_League,2004,Birmingham,"[1, 0, 3, 0, 0, 1, 1, 1, 1, 1, 0, 3, 0, 1, 1, 0, 3, 3, 3, 3, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 1, 1, 1, 0]",34
Premier_League,2004,Blackburn,"[1, 0, 0, 1, 0, 3, 0, 1, 0, 0, 1, 1, 1, 1, 3, 0, 1, 1, 1, 3, 0, 3, 3, 0, 0, 0, 3, 3, 1, 0, 1, 3, 3]",33
Premier_League,2004,Bolton,"[3, 0, 3, 3, 1, 1, 1, 0, 3, 3, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 3, 3, 3, 3, 1, 0, 3, 3, 0, 3, 3, 1]",34
Premier_League,2004,Charlton,"[0, 3, 3, 0, 1, 1, 3, 0, 1, 0, 0, 3, 3, 0, 0, 3, 3, 3, 1, 3, 0, 0, 3, 3, 0, 1, 1, 1, 3, 0, 1, 0, 0, 1]",34
Premier_League,2004,Chelsea,"[3, 3, 3, 3, 1, 1, 3, 3, 0, 3, 3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 1, 1]",33
Premier_League,2004,Crystal Palace,"[1, 0, 0, 0, 0, 0, 1, 3, 0, 3, 3, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 3, 1, 0, 0, 3, 1, 0, 0, 0, 1, 0]",34
Premier_League,2004,Everton,"[0, 3, 3, 1, 3, 3, 3, 0, 3, 3, 1, 0, 3, 3, 1, 3, 3, 1, 3, 0, 0, 3, 1, 0, 3, 1, 0, 3, 0, 0, 0, 3, 3]",33
Premier_League,2004,Fulham,"[1, 3, 0, 0, 0, 1, 3, 0, 0, 0, 3, 3, 0, 0, 0, 3, 1, 0, 0, 0, 3, 1, 3, 3, 1, 0, 0, 1, 0, 3, 0, 1, 1]",33
Premier_League,2004,Liverpool,"[1, 3, 0, 3, 0, 3, 0, 3, 3, 1, 0, 3, 0, 3, 1, 0, 1, 3, 3, 3, 0, 3, 0, 0, 3, 3, 0, 0, 1, 3, 3, 0, 1, 3]",34
Premier_League,2004,Man City,"[1, 0, 0, 3, 0, 3, 0, 1, 3, 0, 1, 1, 1, 3, 3, 0, 0, 3, 0, 1, 3, 1, 3, 0, 1, 1, 0, 3, 0, 0, 1, 3, 1, 3]",34
Premier_League,2004,Man United,"[0, 3, 1, 1, 1, 3, 3, 1, 1, 3, 0, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 1, 0, 0]",33
Premier_League,2004,Middlesbrough,"[1, 0, 3, 3, 3, 0, 0, 1, 3, 1, 3, 1, 3, 3, 0, 3, 1, 3, 0, 3, 0, 0, 1, 1, 0, 3, 1, 1, 0, 0, 3, 0, 1]",33
Premier_League,2004,Newcastle,"[1, 0, 1, 0, 3, 3, 3, 1, 1, 3, 0, 0, 0, 3, 1, 0, 1, 0, 1, 0, 3, 1, 3, 0, 1, 1, 3, 3, 1, 0, 0, 0]",32
Premier_League,2004,Norwich,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 3, 1, 3]",34
Premier_League,2004,Portsmouth,"[1, 0, 3, 3, 0, 0, 1, 3, 1, 3, 0, 0, 0, 3, 3, 1, 1, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 3, 1, 0]",34
Premier_League,2004,Southampton,"[0, 3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 3, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 3, 0, 1, 1, 1, 3, 3, 0, 0, 0, 1]",34
Premier_League,2004,Tottenham,"[1, 3, 1, 3, 1, 1, 0, 3, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 1, 3, 1, 0, 0, 0, 3, 3, 0, 0, 3, 1, 3, 1, 1]",34
Premier_League,2004,West Brom,"[1, 1, 1, 0, 0, 1, 0, 3, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 0, 1, 3, 0, 3, 3, 1, 1]",33
Premier_League,2005,Arsenal,"[3, 0, 3, 0, 3, 1, 3, 0, 3, 1, 3, 3, 3, 0, 0, 0, 3, 3, 1, 1, 3, 0, 0, 3, 1, 0, 0, 3, 3, 3, 3, 0, 1, 3, 1, 3, 3, 3]",38
Premier_League,2005,Aston Villa,"[1, 0, 1, 3, 0, 1, 0, 0, 3, 0, 0, 0, 3, 3, 1, 1, 0, 3, 1, 1, 3, 0, 1, 1, 3, 0, 1, 3, 0, 0, 1, 0, 1, 3, 0, 0, 0, 3]",38
Premier_League,2005,Birmingham,"[1, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 3, 1, 0, 0, 3, 0, 1, 0, 0, 1, 3, 1, 0, 3, 1, 1, 0]",38
Premier_League,2005,Blackburn,"[0, 3, 1, 0, 1, 0, 3, 3, 0, 3, 0, 3, 1, 0, 0, 3, 0, 3, 3, 3, 1, 3, 3, 0, 0, 3, 3, 0, 3, 3, 3, 1, 1, 0, 0, 3, 3, 3]",38
Premier_League,2005,Bolton,"[1, 0, 3, 3, 1, 3, 3, 0, 0, 3, 3, 3, 0, 3, 1, 3, 1, 0, 1, 1, 3, 1, 1, 1, 3, 0, 3, 3, 0, 0, 0, 0, 0, 1, 3, 0, 1, 3]",38
Premier_League,2005,Charlton,"[3, 3, 3, 3, 0, 3, 0, 1, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 3, 1, 1, 0, 3, 0, 1, 1, 1, 3, 0, 3, 1, 1, 0, 3, 0, 0, 0]",38
Premier_League,2005,Chelsea,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 0, 3, 3, 3, 0, 3, 1, 3, 3, 3, 3, 0, 0]",38
Premier_League,2005,Everton,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 3, 3, 1, 0, 0, 0, 0, 3, 3, 3, 3, 1, 3, 3, 0, 1, 3, 3, 0, 1, 1, 0, 0, 1, 3, 1]",38
Premier_League,2005,Fulham,"[1, 0, 0, 3, 1, 0, 0, 0, 1, 3, 0, 3, 0, 3, 1, 0, 3, 0, 1, 0, 3, 3, 0, 3, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 3, 3, 0, 3]",38
Premier_League,2005,Liverpool,"[1, 3, 1, 1, 1, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 0, 0, 3, 3, 3, 1, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3]",38
Premier_League,2005,Man City,"[1, 3, 3, 3, 1, 0, 0, 3, 3, 0, 3, 0, 1, 0, 3, 0, 3, 0, 0, 1, 0, 3, 0, 3, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]",38
Premier_League,2005,Man United,"[3, 3, 3, 1, 1, 0, 3, 3, 1, 0, 3, 3, 3, 3, 1, 3, 3, 3, 1, 3, 1, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 0, 1, 3]",38
Premier_League,2005,Middlesbrough,"[1, 0, 3, 0, 3, 1, 0, 3, 1, 0, 3, 0, 3, 1, 0, 0, 1, 0, 1, 1, 0, 0, 3, 0, 3, 3, 3, 0, 0, 3, 3, 0, 0, 3, 0, 1, 1, 0]",38
Premier_League,2005,Newcastle,"[0, 1, 0, 0, 1, 3, 3, 1, 0, 3, 3, 3, 0, 0, 1, 3, 3, 0, 0, 1, 0, 0, 0, 3, 3, 1, 3, 3, 0, 0, 0, 3, 3, 3, 3, 3, 1, 3]",38
Premier_League,2005,Portsmouth,"[0, 0, 1, 0, 3, 1, 0, 1, 1, 0, 3, 0, 0, 0, 0, 0, 3, 1, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 3, 3, 3, 1, 1, 3, 0, 3, 3, 0]",38
Premier_League,2005,Sunderland,"[0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0]",38
Premier_League,2005,Tottenham,"[3, 3, 1, 0, 1, 1, 3, 3, 3, 1, 1, 0, 1, 3, 3, 3, 1, 3, 0, 3, 3, 0, 1, 0, 3, 1, 1, 3, 0, 3, 3, 0, 3, 3, 0, 1, 3, 0]",38
Premier_League,2005,West Brom,"[1, 3, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 3, 1, 1, 3, 0, 0, 3, 0, 0, 3, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",38
Premier_League,2005,West Ham,"[3, 1, 0, 3, 3, 1, 1, 0, 3, 0, 3, 1, 0, 3, 0, 3, 0, 1, 0, 0, 0, 3, 3, 3, 3, 3, 1, 0, 0, 3, 0, 1, 0, 3, 0, 0, 3, 3]",38
Premier_League,2005,Wigan,"[0, 0, 3, 3, 1, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 3, 1, 1, 0, 1, 0, 3, 3, 0, 1, 1, 0, 3, 0, 0, 0]",38
Premier_League,2006,Arsenal,"[1, 0, 1, 3, 3, 3, 3, 3, 1, 0, 3, 1, 0, 0, 3, 1, 3, 1, 3, 3, 0, 3, 3, 3, 1, 3, 3, 3, 0, 0, 0, 1, 3, 3, 1, 3, 1, 1]",38
Premier_League,2006,Aston Villa,"[1, 3, 3, 1, 1, 3, 1, 1, 1, 0, 3, 3, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 3, 0, 3, 0, 1, 0, 1, 1, 3, 1, 3, 1, 3, 3, 1]",38
Premier_League,2006,Blackburn,"[0, 1, 0, 1, 3, 3, 3, 1, 0, 0, 0, 0, 1, 3, 0, 0, 3, 0, 3, 3, 3, 0, 3, 0, 0, 3, 0, 3, 3, 0, 0, 0, 3, 1, 3, 3, 1, 1]",38
Premier_League,2006,Bolton,"[3, 1, 0, 3, 1, 3, 3, 3, 3, 0, 0, 1, 0, 3, 0, 0, 3, 3, 3, 3, 3, 0, 1, 0, 1, 3, 3, 0, 0, 0, 3, 3, 1, 0, 0, 1, 0, 1]",38
Premier_League,2006,Charlton,"[0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 3, 0, 0, 1, 0, 3, 0, 0, 0, 1, 3, 0, 0, 3, 1, 0, 0, 3, 1, 3, 3, 1, 1, 0, 1, 0, 0, 1]",38
Premier_League,2006,Chelsea,"[3, 0, 3, 3, 3, 3, 1, 3, 3, 3, 0, 3, 3, 1, 3, 1, 3, 3, 3, 1, 1, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 1, 1, 1]",38
Premier_League,2006,Everton,"[3, 1, 3, 3, 1, 1, 1, 0, 3, 1, 0, 0, 3, 1, 0, 3, 0, 0, 3, 1, 3, 0, 1, 3, 1, 3, 0, 3, 1, 3, 1, 3, 1, 3, 0, 0, 3, 1]",38
Premier_League,2006,Fulham,"[0, 1, 3, 3, 1, 0, 1, 3, 1, 0, 3, 1, 0, 0, 3, 0, 0, 3, 1, 1, 1, 1, 1, 1, 0, 3, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 3, 0]",38
Premier_League,2006,Liverpool,"[1, 3, 0, 0, 3, 3, 0, 1, 0, 3, 3, 0, 1, 3, 1, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 1, 0, 3, 0, 1, 3, 3, 1, 3, 3, 0, 0, 1]",38
Premier_League,2006,Man City,"[0, 1, 3, 0, 0, 3, 1, 1, 0, 3, 0, 1, 3, 0, 3, 1, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0, 0, 0, 3, 3, 1, 3, 1, 0, 1, 0, 0, 0]",38
Premier_League,2006,Man United,"[3, 3, 3, 3, 0, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 0, 3, 3, 3, 1, 3, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 1, 3, 3, 1, 0]",38
Premier_League,2006,Middlesbrough,"[0, 3, 0, 1, 1, 0, 0, 3, 3, 0, 0, 3, 1, 1, 0, 0, 1, 0, 3, 1, 0, 3, 3, 3, 1, 1, 0, 3, 1, 0, 0, 3, 0, 0, 1, 0, 3, 3]",38
Premier_League,2006,Newcastle,"[3, 0, 0, 3, 0, 1, 0, 0, 0, 1, 0, 1, 1, 3, 3, 3, 0, 3, 3, 0, 0, 1, 3, 1, 3, 0, 3, 0, 1, 0, 0, 3, 1, 0, 1, 0, 0, 1]",38
Premier_League,2006,Portsmouth,"[3, 1, 3, 3, 3, 0, 0, 3, 0, 3, 0, 1, 3, 0, 1, 1, 3, 1, 3, 3, 0, 1, 1, 0, 1, 0, 3, 0, 0, 1, 1, 3, 0, 3, 1, 3, 0, 1]",38
Premier_League,2006,Reading,"[3, 0, 0, 3, 3, 1, 3, 0, 0, 0, 0, 3, 3, 3, 3, 0, 1, 0, 0, 1, 0, 3, 1, 3, 3, 3, 3, 0, 0, 1, 0, 0, 1, 3, 3, 3, 0, 1]",38
Premier_League,2006,Sheffield United,"[1, 0, 0, 1, 0, 0, 3, 1, 0, 0, 3, 1, 0, 0, 3, 3, 1, 3, 0, 0, 3, 0, 1, 0, 3, 0, 3, 0, 1, 0, 0, 0, 3, 0, 1, 3, 0, 0]",38
Premier_League,2006,Tottenham,"[0, 3, 0, 0, 1, 0, 3, 1, 3, 1, 3, 0, 1, 3, 0, 3, 3, 3, 0, 3, 0, 1, 0, 1, 0, 0, 3, 3, 3, 3, 3, 0, 1, 1, 3, 3, 1, 3]",38
Premier_League,2006,Watford,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 3, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 1, 0, 1, 0, 0, 0, 3, 0, 1, 0, 3, 1]",38
Premier_League,2006,West Ham,"[3, 1, 0, 1, 0, 0, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 3, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 3, 3, 3, 3]",38
Premier_League,2006,Wigan,"[0, 3, 0, 1, 1, 0, 0, 3, 3, 3, 3, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 3, 3, 1, 0, 0, 1, 1, 0, 0, 0, 3]",38
Premier_League,2007,Arsenal,"[3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 0, 3, 3, 1, 3, 3, 1, 3, 3, 3, 3, 1, 1, 1, 1, 0, 3, 1, 0, 3, 3, 3, 3]",38
